,Name,ID,Fest_Name,Role_x,Event_x,participated,Club_Name,Event_y,Role_y
33,Daria Daily,18XJ1A0331,fest_1,organiser_3,none,False,club_1,club_1_event_2,Participant
34,Jordi Tam,18XJ1A0335,fest_1,organiser_4,none,False,club_1,club_1_event_1,Participant
35,Jordi Tam,18XJ1A0335,fest_1,organiser_4,none,False,club_1,club_1_event_2,Participant
36,Jordi Tam,18XJ1A0335,fest_1,organiser_4,none,False,club_2,club_2_event_1,Participant
37,Stephon Smoot,17XJ1A0115,fest_2,organiser_3,none,False,club_3,club_3_event_1,Participant
38,Stephon Smoot,17XJ1A0115,fest_2,organiser_3,none,False,club_2,club_2_event_2,Participant
39,Stephon Smoot,17XJ1A0115,fest_2,organiser_3,none,False,club_3,club_3_event_1,Participant
40,Stephon Smoot,17XJ1A0115,fest_2,organiser_3,none,False,club_1,club_1_event_2,Participant
41,Stephon Smoot,17XJ1A0115,fest_2,organiser_3,none,False,club_2,club_2_event_1,Participant
42,Stephon Smoot,17XJ1A0115,fest_2,organiser_3,none,False,club_1,club_1_event_1,Participant
43,Rashawn Balderas,17XJ1A0126,fest_2,organiser_5,none,False,club_2,club_2_event_2,Participant
44,Rashawn Balderas,17XJ1A0126,fest_2,organiser_5,none,False,club_3,club_3_event_1,Participant
45,Abdullah Horst,17XJ1A0132,fest_1,organiser_6,none,False,club_1,club_1_event_1,Participant
46,Abdullah Horst,17XJ1A0132,fest_1,organiser_6,none,False,club_3,club_3_event_2,Participant
47,Aylin Seals,17XJ1A0149,fest_2,organiser_6,none,False,club_2,club_2_event_2,Participant
48,Aylin Seals,17XJ1A0149,fest_2,organiser_6,none,False,club_1,club_1_event_2,organiser_4
49,Aylin Seals,17XJ1A0149,fest_2,organiser_6,none,False,club_1,club_1_event_3,organiser_4
50,Aylin Seals,17XJ1A0149,fest_2,organiser_6,none,False,club_3,club_3_event_1,Participant
51,Aylin Seals,17XJ1A0149,fest_2,organiser_6,none,False,club_1,club_1_event_1,Participant
52,Aylin Seals,17XJ1A0149,fest_2,organiser_6,none,False,club_1,club_1_event_1,organiser_4
53,Sebastien Hickman,17XJ1A0155,fest_2,organiser_7,none,False,,,
54,Blaine Mckenzie,17XJ1A0167,fest_1,organiser_7,none,False,club_2,club_2_event_1,Participant
55,Blaine Mckenzie,17XJ1A0167,fest_1,organiser_7,none,False,club_1,club_1_event_1,Participant
56,Blaine Mckenzie,17XJ1A0167,fest_1,organiser_7,none,False,club_3,club_3_event_2,Participant
57,Blaine Mckenzie,17XJ1A0167,fest_1,organiser_7,none,False,club_1,club_1_event_2,Participant
58,Gretchen Clawson,17XJ1A0195,fest_2,organiser_8,none,False,club_2,club_2_event_2,Participant
59,Gretchen Clawson,17XJ1A0195,fest_2,organiser_8,none,False,club_3,club_3_event_1,Participant
60,Gretchen Clawson,17XJ1A0195,fest_2,organiser_8,none,False,club_3,club_3_event_2,Participant
61,Ashanti Koenig,17XJ1A0213,fest_1,organiser_8,none,False,,,
62,Zoie McDermott,17XJ1A0227,fest_2,organiser_9,none,False,club_3,club_3_event_1,Participant
63,Zoie McDermott,17XJ1A0227,fest_2,organiser_9,none,False,club_2,club_2_event_2,Participant
64,Zoie McDermott,17XJ1A0227,fest_2,organiser_9,none,False,club_1,club_1_event_1,Participant
65,Delanie Gilbertson,17XJ1A0230,fest_2,organiser_10,none,False,club_2,club_2_event_1,Participant
66,Delanie Gilbertson,17XJ1A0230,fest_2,organiser_10,none,False,club_1,club_1_event_1,Participant
67,Delanie Gilbertson,17XJ1A0230,fest_2,organiser_10,none,False,club_3,club_3_event_2,Participant
68,Delanie Gilbertson,17XJ1A0230,fest_2,organiser_10,none,False,club_1,club_1_event_2,Participant
69,Leona Cabral,17XJ1A0256,fest_1,organiser_9,none,False,,,
70,Perry Perryman,17XJ1A0317,fest_1,organiser_10,none,False,,,
71,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
72,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_1,organiser_1
73,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_2,Participant
74,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_2,organiser_1
75,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_3,Participant
76,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_3,Participant
77,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_2,Participant
78,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
79,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_3,club_3_event_1,Participant
80,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_3,Participant
81,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
82,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_1,Participant
83,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_1,Participant
84,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_3,organiser_1
85,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_3,club_3_event_3,Participant
86,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
87,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
88,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_1,organiser_1
89,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_2,Participant
90,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_2,organiser_1
91,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_3,Participant
92,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_3,Participant
93,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_2,Participant
94,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
95,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_3,club_3_event_1,Participant
96,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_3,Participant
97,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
98,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_1,Participant
99,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_1,Participant
100,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_3,organiser_1
101,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_3,club_3_event_3,Participant
102,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
103,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
104,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_1,organiser_1
105,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_2,Participant
106,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_2,organiser_1
107,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_3,Participant
108,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_3,Participant
109,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_2,Participant
110,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
111,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_3,club_3_event_1,Participant
112,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_3,Participant
113,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
114,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_1,Participant
115,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_1,Participant
116,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_3,organiser_1
117,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_3,club_3_event_3,Participant
118,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
119,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_2,club_2_event_2,Participant
120,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_1,club_1_event_1,organiser_1
121,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_1,club_1_event_2,Participant
122,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_1,club_1_event_2,organiser_1
123,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_1,club_1_event_3,Participant
124,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_2,club_2_event_3,Participant
125,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_1,club_1_event_2,Participant
126,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_2,club_2_event_2,Participant
127,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_3,club_3_event_1,Participant
128,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_1,club_1_event_3,Participant
129,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_2,club_2_event_2,Participant
130,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_2,club_2_event_1,Participant
131,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_2,club_2_event_1,Participant
132,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_1,club_1_event_3,organiser_1
133,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_3,club_3_event_3,Participant
134,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_4,True,club_2,club_2_event_2,Participant
135,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_2,club_2_event_2,Participant
136,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_1,club_1_event_1,organiser_1
137,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_1,club_1_event_2,Participant
138,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_1,club_1_event_2,organiser_1
139,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_1,club_1_event_3,Participant
140,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_2,club_2_event_3,Participant
141,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_1,club_1_event_2,Participant
142,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_2,club_2_event_2,Participant
143,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_3,club_3_event_1,Participant
144,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_1,club_1_event_3,Participant
145,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_2,club_2_event_2,Participant
146,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_2,club_2_event_1,Participant
147,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_2,club_2_event_1,Participant
148,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_1,club_1_event_3,organiser_1
149,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_3,club_3_event_3,Participant
150,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_13,True,club_2,club_2_event_2,Participant
151,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_2,club_2_event_2,Participant
152,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_1,club_1_event_1,organiser_1
153,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_1,club_1_event_2,Participant
154,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_1,club_1_event_2,organiser_1
155,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_1,club_1_event_3,Participant
156,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_2,club_2_event_3,Participant
157,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_1,club_1_event_2,Participant
158,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_2,club_2_event_2,Participant
159,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_3,club_3_event_1,Participant
160,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_1,club_1_event_3,Participant
161,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_2,club_2_event_2,Participant
162,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_2,club_2_event_1,Participant
163,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_2,club_2_event_1,Participant
164,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_1,club_1_event_3,organiser_1
165,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_3,club_3_event_3,Participant
166,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_9,True,club_2,club_2_event_2,Participant
167,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
168,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_1,organiser_1
169,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_2,Participant
170,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_2,organiser_1
171,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_3,Participant
172,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_3,Participant
173,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_2,Participant
174,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
175,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_3,club_3_event_1,Participant
176,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_3,Participant
177,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
178,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_1,Participant
179,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_1,Participant
180,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_3,organiser_1
181,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_3,club_3_event_3,Participant
182,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
183,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
184,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_1,organiser_1
185,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_2,Participant
186,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_2,organiser_1
187,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_3,Participant
188,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_3,Participant
189,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_2,Participant
190,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
191,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_3,club_3_event_1,Participant
192,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_3,Participant
193,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
194,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_1,Participant
195,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_1,Participant
196,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_1,club_1_event_3,organiser_1
197,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_3,club_3_event_3,Participant
198,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_5,True,club_2,club_2_event_2,Participant
199,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
200,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_1,organiser_1
201,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_2,Participant
202,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_2,organiser_1
203,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_3,Participant
204,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_3,Participant
205,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_2,Participant
206,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
207,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_3,club_3_event_1,Participant
208,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_3,Participant
209,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
210,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_1,Participant
211,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_1,Participant
212,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_1,club_1_event_3,organiser_1
213,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_3,club_3_event_3,Participant
214,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_8,True,club_2,club_2_event_2,Participant
215,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
216,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_1,organiser_1
217,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_2,Participant
218,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_2,organiser_1
219,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_3,Participant
220,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_3,Participant
221,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_2,Participant
222,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
223,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_3,club_3_event_1,Participant
224,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_3,Participant
225,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
226,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_1,Participant
227,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_1,Participant
228,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_1,club_1_event_3,organiser_1
229,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_3,club_3_event_3,Participant
230,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_10,True,club_2,club_2_event_2,Participant
231,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
232,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_1,organiser_1
233,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_2,Participant
234,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_2,organiser_1
235,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_3,Participant
236,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_3,Participant
237,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_2,Participant
238,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
239,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_3,club_3_event_1,Participant
240,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_3,Participant
241,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
242,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_1,Participant
243,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_1,Participant
244,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_1,club_1_event_3,organiser_1
245,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_3,club_3_event_3,Participant
246,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_3,True,club_2,club_2_event_2,Participant
247,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_15,True,club_2,club_2_event_2,Participant
248,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_15,True,club_1,club_1_event_1,organiser_1
249,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_15,True,club_1,club_1_event_2,Participant
250,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_15,True,club_1,club_1_event_2,organiser_1
251,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_15,True,club_1,club_1_event_3,Participant
252,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_15,True,club_2,club_2_event_3,Participant
253,Annette Ahmed,18XJ1A0100,fest_2,Participant,fest_2_event_15,True,club_1,club_1_event_2,Participant
